num,issn,score,name
488,0007-1188,7.730,BRITISH JOURNAL OF PHARMACOLOGY
489,0168-3659,7.727,JOURNAL OF CONTROLLED RELEASE
490,0000-0000,7.724,Neurology-Neuroimmunology & Neuroinflammation
491,0012-9615,7.722,ECOLOGICAL MONOGRAPHS
492,0012-1797,7.720,DIABETES
493,0906-6713,7.718,PERIODONTOLOGY 2000
494,0000-0000,7.717,npj Precision Oncology
495,0194-911X,7.713,HYPERTENSION
496,1574-0137,7.707,Computer Science Review
497,0300-5771,7.707,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY
498,0000-0000,7.690,PROGRESS IN PHOTOVOLTAICS
499,0000-0000,7.689,Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology
500,0000-0000,7.683,Environmental Science-Nano
501,0000-0000,7.678,Environmental Science & Technology Letters
502,1359-6454,7.656,ACTA MATERIALIA
503,1526-5161,7.647,AMERICAN JOURNAL OF BIOETHICS
504,1526-5161,7.647,AMERICAN JOURNAL OF BIOETHICS
505,0954-4224,7.641,NUTRITION RESEARCH REVIEWS
506,1943-0264,7.640,Cold Spring Harbor Perspectives in Biology
507,0000-0000,7.635,COMPOSITES PART B-ENGINEERING
508,1040-9238,7.634,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY
509,0000-0000,7.632,ACS Sustainable Chemistry & Engineering
510,0883-9026,7.590,JOURNAL OF BUSINESS VENTURING
511,0000-0000,7.577,ENVIRONMENT INTERNATIONAL
512,0000-0000,7.574,Journal of Allergy and Clinical Immunology-In Practice
513,0001-4273,7.571,ACADEMY OF MANAGEMENT JOURNAL
514,1743-8977,7.546,Particle and Fibre Toxicology
515,0360-0564,7.545,Advances in Catalysis
516,0960-8524,7.539,BIORESOURCE TECHNOLOGY
517,0000-0000,7.527,Solar RRL
518,0012-186X,7.518,DIABETOLOGIA
519,0000-0000,7.515,ALIMENTARY PHARMACOLOGY & THERAPEUTICS
520,0278-0046,7.515,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS
521,1949-3045,7.512,IEEE Transactions on Affective Computing
522,0305-1846,7.500,NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY
523,1469-221X,7.497,EMBO REPORTS
524,0000-0000,7.491,Nanophotonics
525,0021-9797,7.489,JOURNAL OF COLLOID AND INTERFACE SCIENCE
526,1863-2297,7.480,Seminars in Immunopathology
527,0000-0000,7.471,IEEE CONTROL SYSTEMS MAGAZINE
528,2287-6391,7.470,Journal of Stroke
529,0340-1022,7.455,Topics in Current Chemistry
530,1949-3029,7.440,IEEE Transactions on Sustainable Energy
531,0261-5177,7.432,TOURISM MANAGEMENT
532,0090-3493,7.414,CRITICAL CARE MEDICINE
533,2192-2640,7.367,Advanced Healthcare Materials
534,0000-0000,7.365,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER
535,1076-8998,7.365,Journal of Occupational Health Psychology
536,0304-3835,7.360,CANCER LETTERS
537,1040-841X,7.349,CRITICAL REVIEWS IN MICROBIOLOGY
538,0013-726X,7.341,ENDOSCOPY
539,1600-6135,7.338,AMERICAN JOURNAL OF TRANSPLANTATION
540,0000-0000,7.333,ACS Sensors
541,1475-2840,7.332,Cardiovascular Diabetology
542,1359-6446,7.321,DRUG DISCOVERY TODAY
543,0924-2716,7.319,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING
544,1467-7881,7.310,Obesity Reviews
545,1745-2759,7.310,Virtual and Physical Prototyping
546,1558-3724,7.304,Polymer Reviews
547,0009-9147,7.292,CLINICAL CHEMISTRY
548,0952-7915,7.290,CURRENT OPINION IN IMMUNOLOGY
549,0000-0000,7.286,npj Quantum Information
550,0959-8049,7.275,EUROPEAN JOURNAL OF CANCER
551,2156-5376,7.265,Advances in Nutrition
552,1096-7176,7.263,METABOLIC ENGINEERING
553,0959-6526,7.246,JOURNAL OF CLEANER PRODUCTION
554,0000-0000,7.245,FORBES
555,1527-8204,7.243,Annual Review of Genomics and Human Genetics
556,1742-7061,7.242,Acta Biomaterialia
557,1474-9718,7.238,AGING CELL
558,2095-4956,7.216,Journal of Energy Chemistry
559,1548-9213,7.212,PHYSIOLOGY
560,0000-0000,7.197,Neurobiology of Stress
561,0031-3203,7.196,PATTERN RECOGNITION
562,0079-6727,7.190,PROGRESS IN QUANTUM ELECTRONICS
563,0039-2499,7.190,STROKE
564,0376-7388,7.183,JOURNAL OF MEMBRANE SCIENCE
565,0144-8617,7.182,CARBOHYDRATE POLYMERS
566,0022-202X,7.143,JOURNAL OF INVESTIGATIVE DERMATOLOGY
567,0000-0000,7.140,2D Materials
568,0065-308X,7.137,Advances in Parasitology
569,0017-811X,7.136,HARVARD LAW REVIEW
570,0079-6816,7.136,PROGRESS IN SURFACE SCIENCE
571,0393-2990,7.135,EUROPEAN JOURNAL OF EPIDEMIOLOGY
572,1198-743X,7.117,CLINICAL MICROBIOLOGY AND INFECTION
573,0390-6078,7.116,HAEMATOLOGICA
574,0000-0000,7.115,Journal of Magnesium and Alloys
575,0000-0000,7.101,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS
576,0000-0000,7.100,SENSORS AND ACTUATORS B-CHEMICAL
577,0011-9164,7.098,DESALINATION
578,2211-3835,7.097,Acta Pharmaceutica Sinica B
579,0266-3538,7.094,COMPOSITES SCIENCE AND TECHNOLOGY
580,1195-1982,7.089,JOURNAL OF TRAVEL MEDICINE
581,1436-3291,7.088,Gastric Cancer
582,1619-7070,7.081,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING
583,2050-084X,7.080,eLife
584,0000-0000,7.076,Cellular and Molecular Gastroenterology and Hepatology
585,1544-9173,7.076,PLOS BIOLOGY
586,0000-0000,7.068,JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH
587,0003-3022,7.067,ANESTHESIOLOGY
588,0000-0000,7.067,npj Biofilms and Microbiomes
589,2050-7534,7.059,Journal of Materials Chemistry C
590,2214-1588,7.059,Trends in Environmental Analytical Chemistry
591,0268-005X,7.053,FOOD HYDROCOLLOIDS
592,0000-0000,7.051,GENOMICS PROTEOMICS & BIOINFORMATICS
593,0000-0000,7.035,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY
594,0000-0000,7.035,JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY
595,0000-0000,7.032,Molecular Therapy-Nucleic Acids
596,0047-2875,7.027,Journal of Travel Research
597,1936-1327,7.023,Annual Review of Analytical Chemistry
598,0000-0000,7.021,npj Regenerative Medicine
599,1098-7339,7.015,REGIONAL ANESTHESIA AND PAIN MEDICINE
600,0000-0000,7.002,Additive Manufacturing
601,0007-0963,7.000,BRITISH JOURNAL OF DERMATOLOGY
602,2090-1232,6.992,Journal of Advanced Research
603,0001-0782,6.988,COMMUNICATIONS OF THE ACM
604,0927-0248,6.984,SOLAR ENERGY MATERIALS AND SOLAR CELLS
605,0361-8609,6.973,AMERICAN JOURNAL OF HEMATOLOGY
606,0071-1365,6.966,Essays in Biochemistry
607,1747-938X,6.962,Educational Research Review
608,0042-9686,6.960,BULLETIN OF THE WORLD HEALTH ORGANIZATION
609,0025-6196,6.942,MAYO CLINIC PROCEEDINGS
610,0890-8567,6.936,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY
611,0890-8567,6.936,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY
612,1471-4922,6.918,TRENDS IN PARASITOLOGY
613,0000-0000,6.913,Wiley Interdisciplinary Reviews-RNA
614,2210-6502,6.912,Swarm and Evolutionary Computation
615,0959-440X,6.908,CURRENT OPINION IN STRUCTURAL BIOLOGY
616,0032-0889,6.902,PLANT PHYSIOLOGY
617,2040-3364,6.895,Nanoscale
618,0016-5107,6.890,GASTROINTESTINAL ENDOSCOPY
619,0007-0912,6.880,BRITISH JOURNAL OF ANAESTHESIA
620,0000-0000,6.875,RIVISTA DEL NUOVO CIMENTO
621,0954-6820,6.871,JOURNAL OF INTERNAL MEDICINE
622,0000-0000,6.864,ACS Photonics
623,1545-5971,6.864,IEEE Transactions on Dependable and Secure Computing
624,0033-295X,6.857,PSYCHOLOGICAL REVIEW
625,0033-295X,6.857,PSYCHOLOGICAL REVIEW
626,1758-8340,6.852,Therapeutic Advances in Medical Oncology
627,1523-2409,6.842,Journal of Supply Chain Management
628,0022-1082,6.813,JOURNAL OF FINANCE
629,0000-0000,6.805,Advances in Physics-X
630,0269-7491,6.792,ENVIRONMENTAL POLLUTION
631,0000-0000,6.790,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE
632,0000-0000,6.788,Materials Chemistry Frontiers
633,0003-2700,6.785,ANALYTICAL CHEMISTRY
634,1467-2960,6.785,FISH AND FISHERIES
635,2161-2129,6.784,mBio
636,1741-7015,6.782,BMC Medicine
637,0271-9142,6.780,JOURNAL OF CLINICAL IMMUNOLOGY
638,1536-1276,6.779,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS
639,0000-0000,6.774,LAB ON A CHIP
640,0002-9165,6.766,AMERICAN JOURNAL OF CLINICAL NUTRITION
641,1755-263X,6.766,Conservation Letters
642,0309-1325,6.766,PROGRESS IN HUMAN GEOGRAPHY
643,1741-7007,6.765,BMC BIOLOGY
644,0033-0620,6.763,PROGRESS IN CARDIOVASCULAR DISEASES
645,0893-133X,6.751,NEUROPSYCHOPHARMACOLOGY
646,0000-0000,6.750,npj Parkinsons Disease
647,0003-6900,6.733,Applied Mechanics Reviews
648,1134-3060,6.730,ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING
649,1933-0219,6.726,Mucosal Immunology
650,0964-4563,6.726,TOBACCO CONTROL
651,0964-4563,6.726,TOBACCO CONTROL
652,1479-5868,6.714,International Journal of Behavioral Nutrition and Physical Activity
653,0000-0000,6.710,Journal of Physical Chemistry Letters
654,0144-1647,6.704,TRANSPORT REVIEWS
655,0278-4319,6.701,International Journal of Hospitality Management
656,0000-0000,6.696,European Heart Journal-Cardiovascular Pharmacotherapy
657,0000-0000,6.691,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
658,0278-0062,6.685,IEEE TRANSACTIONS ON MEDICAL IMAGING
659,0896-8411,6.658,JOURNAL OF AUTOIMMUNITY
660,1048-9843,6.642,LEADERSHIP QUARTERLY
661,0000-0000,6.633,BRAIN BEHAVIOR AND IMMUNITY
662,0000-0000,6.633,mSystems
663,0004-3702,6.628,ARTIFICIAL INTELLIGENCE
664,0000-0000,6.628,Clinical Journal of the American Society of Nephrology
665,0263-7863,6.620,INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT
666,0272-6386,6.618,AMERICAN JOURNAL OF KIDNEY DISEASES
667,0000-0000,6.604,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY
668,2040-4603,6.604,Comprehensive Physiology
669,0000-0000,6.600,Materials Research Letters
670,2199-160X,6.593,Advanced Electronic Materials
671,0363-9762,6.587,CLINICAL NUCLEAR MEDICINE
672,0044-0094,6.586,YALE LAW JOURNAL
673,0022-0515,6.585,JOURNAL OF ECONOMIC LITERATURE
674,1574-7891,6.574,Molecular Oncology
675,0031-5826,6.571,PERSONNEL PSYCHOLOGY
676,1096-7516,6.566,Internet and Higher Education
677,1935-861X,6.565,Brain Stimulation
678,0000-0000,6.565,CLINICAL PHARMACOLOGY & THERAPEUTICS
679,0000-0000,6.562,npj Quantum Materials
680,0048-9697,6.551,SCIENCE OF THE TOTAL ENVIRONMENT
681,0065-2601,6.550,Advances in Experimental Social Psychology
682,1088-1980,6.539,JOURNAL OF INDUSTRIAL ECOLOGY
683,0003-066X,6.536,AMERICAN PSYCHOLOGIST
684,1477-3155,6.518,JOURNAL OF NANOBIOTECHNOLOGY
685,1350-4177,6.513,ULTRASONICS SONOCHEMISTRY
686,2041-210X,6.511,Methods in Ecology and Evolution
687,0002-9378,6.502,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY
688,1073-8584,6.500,NEUROSCIENTIST
689,0029-6643,6.500,NUTRITION REVIEWS
690,1420-682X,6.496,CELLULAR AND MOLECULAR LIFE SCIENCES
691,0013-7782,6.495,Engineering
691,2095-8099,6.495,Engineering
692,0749-6419,6.490,INTERNATIONAL JOURNAL OF PLASTICITY
693,1750-6816,6.487,Review of Environmental Economics and Policy
694,0021-843X,6.484,JOURNAL OF ABNORMAL PSYCHOLOGY
695,0010-938X,6.479,CORROSION SCIENCE
696,0888-3270,6.471,MECHANICAL SYSTEMS AND SIGNAL PROCESSING
697,1937-9145,6.467,Science Signaling
698,0090-0036,6.464,AMERICAN JOURNAL OF PUBLIC HEALTH
699,0090-0036,6.464,AMERICAN JOURNAL OF PUBLIC HEALTH
700,0000-0000,6.464,Clinical & Translational Immunology
701,0906-7590,6.455,ECOGRAPHY
702,1025-496X,6.454,Eurosurveillance
703,2212-8778,6.448,Molecular Metabolism
704,1466-822X,6.446,GLOBAL ECOLOGY AND BIOGEOGRAPHY
705,0000-0000,6.444,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING
706,0000-0000,6.437,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY
707,2157-6564,6.429,Stem Cells Translational Medicine
708,1466-609X,6.407,CRITICAL CARE
709,0360-0572,6.400,Annual Review of Sociology
710,0167-7659,6.400,CANCER AND METASTASIS REVIEWS
711,0000-0000,6.395,Green Energy & Environment
712,1094-6705,6.382,JOURNAL OF SERVICE RESEARCH
713,0885-8993,6.373,IEEE TRANSACTIONS ON POWER ELECTRONICS
714,0003-1224,6.372,AMERICAN SOCIOLOGICAL REVIEW
715,0000-0000,6.362,PLANT CELL AND ENVIRONMENT
716,0261-5614,6.360,CLINICAL NUTRITION
717,0000-0000,6.356,Science China-Chemistry
718,0079-6786,6.353,PROGRESS IN SOLID STATE CHEMISTRY
719,0000-0000,6.348,Annual Review of Criminology
720,0965-2140,6.343,ADDICTION
721,0965-2140,6.343,ADDICTION
722,0022-3514,6.335,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY
723,2212-0416,6.330,Ecosystem Services
724,2212-0416,6.330,Ecosystem Services
725,0000-0000,6.325,Trauma Violence & Abuse
726,0000-0000,6.323,ANTIOXIDANTS & REDOX SIGNALING
727,1524-9050,6.319,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS
728,0015-0282,6.312,FERTILITY AND STERILITY
729,0308-8146,6.306,FOOD CHEMISTRY
730,0000-0000,6.304,Cell Death & Disease
731,0091-3367,6.302,JOURNAL OF ADVERTISING
732,0000-0000,6.289,MATERIALS & DESIGN
733,1755-098X,6.286,Molecular Ecology Resources
734,0742-2091,6.284,CELL BIOLOGY AND TOXICOLOGY
735,0960-1481,6.274,RENEWABLE ENERGY
736,0000-0000,6.270,Acta Neuropathologica Communications
737,0959-4388,6.267,CURRENT OPINION IN NEUROBIOLOGY
738,1080-6040,6.259,EMERGING INFECTIOUS DISEASES
739,0000-0000,6.257,CEMENT & CONCRETE COMPOSITES
740,0000-0000,6.255,Cell Discovery
741,0735-2689,6.235,CRITICAL REVIEWS IN PLANT SCIENCES
742,0000-0000,6.232,MICROCHIMICA ACTA
743,0905-9180,6.220,European Respiratory Review
744,1553-7366,6.218,PLoS Pathogens
745,0013-4686,6.215,ELECTROCHIMICA ACTA
746,0093-5301,6.207,JOURNAL OF CONSUMER RESEARCH
747,0888-7543,6.205,GENOMICS
748,0000-0000,6.205,JCI Insight
749,0022-2623,6.205,JOURNAL OF MEDICINAL CHEMISTRY
750,1932-4391,6.200,Strategic Entrepreneurship Journal
751,2168-6165,6.198,JAMA Ophthalmology
752,0000-0000,6.192,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS
753,0012-6667,6.189,DRUGS
754,2047-4830,6.183,Biomaterials Science
755,0169-4332,6.182,APPLIED SURFACE SCIENCE
756,1342-937X,6.174,GONDWANA RESEARCH
757,0891-5849,6.170,FREE RADICAL BIOLOGY AND MEDICINE
758,0065-2504,6.167,Advances in Ecological Research
759,1527-8999,6.163,CHEMICAL RECORD
760,0000-0000,6.159,METABOLISM-CLINICAL AND EXPERIMENTAL
761,0000-0000,6.155,JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY
762,0253-9837,6.146,CHINESE JOURNAL OF CATALYSIS
763,0000-0000,6.141,Earths Future
764,0960-7412,6.141,PLANT JOURNAL
765,0944-1174,6.132,JOURNAL OF GASTROENTEROLOGY
766,2072-6694,6.126,Cancers
767,0000-0000,6.125,Future Generation Computer Systems-The International Journal of eScience
768,0038-6308,6.125,SPACE SCIENCE REVIEWS
769,1552-3098,6.123,IEEE Transactions on Robotics
770,2157-9024,6.119,Oncogenesis
771,0000-0000,6.116,Alzheimers Research & Therapy
772,0098-5589,6.112,IEEE TRANSACTIONS ON SOFTWARE ENGINEERING
773,0025-729X,6.112,MEDICAL JOURNAL OF AUSTRALIA
774,0000-0000,6.105,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS
775,2327-9125,6.099,Photonics Research
776,0000-0000,6.099,Wiley Interdisciplinary Reviews-Climate Change
777,0000-0000,6.099,Wiley Interdisciplinary Reviews-Climate Change
778,0000-0000,6.098,Science China-Materials
779,1748-9326,6.096,Environmental Research Letters
780,0000-0000,6.095,Current Climate Change Reports
781,1525-7797,6.092,BIOMACROMOLECULES
782,2165-8102,6.091,Annual Review of Animal Biosciences
783,0000-0000,6.091,Bioengineering & Translational Medicine
784,1523-7060,6.091,ORGANIC LETTERS
785,0000-0000,6.084,BMJ Quality & Safety
786,0000-0000,6.084,BMJ Quality & Safety
787,0360-5442,6.082,ENERGY
788,0000-0000,6.077,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES
789,0885-8950,6.074,IEEE TRANSACTIONS ON POWER SYSTEMS
790,1520-9210,6.051,IEEE TRANSACTIONS ON MULTIMEDIA
791,2168-6750,6.043,IEEE Transactions on Emerging Topics in Computing
792,0000-0000,6.042,ACS Macro Letters
793,0013-9580,6.040,EPILEPSIA
794,0952-8180,6.039,JOURNAL OF CLINICAL ANESTHESIA
795,1933-7213,6.035,Neurotherapeutics
796,0000-0000,6.034,Global Food Security-Agriculture Policy Economics and Environment
797,0000-0000,6.033,Circulation-Heart Failure
798,2213-6711,6.032,Stem Cell Reports
799,0000-0000,6.027,Journal of Innovation & Knowledge
800,1066-5099,6.022,STEM CELLS
801,0000-0000,6.018,Computational and Structural Biotechnology Journal
802,1556-6013,6.013,IEEE Transactions on Information Forensics and Security
803,0000-0000,6.000,Cold Spring Harbor Perspectives in Medicine
804,0960-8974,6.000,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS
805,0000-0000,6.000,npj Breast Cancer
806,1359-7345,5.996,CHEMICAL COMMUNICATIONS
807,0000-0000,5.993,GigaScience
808,2212-9820,5.993,Journal of CO2 Utilization
809,0893-3952,5.988,MODERN PATHOLOGY
810,0894-1491,5.984,GLIA
811,0000-0000,5.982,CYTOKINE & GROWTH FACTOR REVIEWS
812,0022-3417,5.979,JOURNAL OF PATHOLOGY
813,0003-2670,5.977,ANALYTICA CHIMICA ACTA
814,0000-0000,5.969,Advanced Materials Technologies
815,0000-0000,5.965,GIScience & Remote Sensing
816,0000-0000,5.958,Inorganic Chemistry Frontiers
817,0090-3752,5.944,NUCLEAR DATA SHEETS
818,0022-5347,5.925,JOURNAL OF UROLOGY
819,1610-3653,5.922,Environmental Chemistry Letters
820,0950-7051,5.921,KNOWLEDGE-BASED SYSTEMS
821,0024-9297,5.918,MACROMOLECULES
822,1058-4609,5.912,POLITICAL COMMUNICATION
823,0020-0255,5.910,INFORMATION SCIENCES
824,0160-7383,5.908,ANNALS OF TOURISM RESEARCH
825,0022-0957,5.908,JOURNAL OF EXPERIMENTAL BOTANY
826,1053-8119,5.902,NEUROIMAGE
827,0000-0000,5.900,DIABETES OBESITY & METABOLISM
828,2374-4642,5.897,Annual Review of Vision Science
829,0095-1137,5.897,JOURNAL OF CLINICAL MICROBIOLOGY
830,1043-6618,5.893,PHARMACOLOGICAL RESEARCH
831,0000-0000,5.881,Nonlinear Analysis-Hybrid Systems
832,0000-0000,5.880,Materials Science & Engineering C-Materials for Biological Applications
833,2045-7960,5.876,Epidemiology and Psychiatric Sciences
834,2045-7960,5.876,Epidemiology and Psychiatric Sciences
835,1126-6708,5.875,JOURNAL OF HIGH ENERGY PHYSICS
836,0022-4359,5.873,JOURNAL OF RETAILING
837,2213-5979,5.870,Photoacoustics
838,2040-2392,5.869,Molecular Autism
839,2162-4011,5.869,OncoImmunology
840,2047-4873,5.864,European Journal of Preventive Cardiology
841,0360-3016,5.859,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS
842,0196-2892,5.855,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING
843,0884-0431,5.854,JOURNAL OF BONE AND MINERAL RESEARCH
844,0000-0000,5.851,ADVANCED SYNTHESIS & CATALYSIS
845,0021-9010,5.851,JOURNAL OF APPLIED PSYCHOLOGY
846,0040-1625,5.846,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE
847,0021-8901,5.840,JOURNAL OF APPLIED ECOLOGY
848,0004-6256,5.838,ASTRONOMICAL JOURNAL
849,0000-0000,5.837,Business & Information Systems Engineering
850,0000-0000,5.833,CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY
851,0920-5861,5.825,CATALYSIS TODAY
852,0268-960X,5.823,BLOOD REVIEWS
853,1939-1374,5.823,IEEE Transactions on Services Computing
854,0033-2917,5.813,PSYCHOLOGICAL MEDICINE
855,0033-2917,5.813,PSYCHOLOGICAL MEDICINE
856,0363-5465,5.810,AMERICAN JOURNAL OF SPORTS MEDICINE
857,0000-0000,5.803,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH
858,0065-2318,5.800,Advances in Carbohydrate Chemistry and Biochemistry
859,1994-2060,5.800,Engineering Applications of Computational Fluid Mechanics
860,0196-0644,5.799,ANNALS OF EMERGENCY MEDICINE
861,1468-6996,5.799,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS
862,2352-8478,5.797,Journal of Materiomics
863,0000-0000,5.795,SOIL BIOLOGY & BIOCHEMISTRY
864,1742-2094,5.793,Journal of Neuroinflammation
865,0007-0920,5.791,BRITISH JOURNAL OF CANCER
866,0000-0000,5.787,ALTEX-Alternatives to Animal Experimentation
867,1868-4483,5.780,Translational Stroke Research
868,0045-6535,5.778,CHEMOSPHERE
869,0000-0000,5.776,Emerging Microbes & Infections
870,1383-5866,5.774,SEPARATION AND PURIFICATION TECHNOLOGY
871,0179-5953,5.767,Reviews of Environmental Contamination and Toxicology
872,0045-7825,5.763,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING
873,1021-7770,5.762,JOURNAL OF BIOMEDICAL SCIENCE
874,0022-0477,5.762,JOURNAL OF ECOLOGY
875,1000-467X,5.760,Chinese Journal of Cancer
876,0960-7722,5.753,CELL PROLIFERATION
877,0301-4428,5.750,THEORETICAL LINGUISTICS
878,0269-2821,5.747,ARTIFICIAL INTELLIGENCE REVIEW
879,0004-637X,5.745,ASTROPHYSICAL JOURNAL
880,0340-6717,5.743,HUMAN GENETICS
881,0008-543X,5.742,CANCER
882,0003-2409,5.739,ANAESTHESIA
883,0000-0000,5.736,EBioMedicine
884,0268-1161,5.733,HUMAN REPRODUCTION
885,1547-5271,5.731,HEART RHYTHM
886,0304-405X,5.731,JOURNAL OF FINANCIAL ECONOMICS
887,0166-4972,5.729,TECHNOVATION
888,0166-4972,5.729,TECHNOVATION
889,0000-0000,5.724,Tissue Engineering Part B-Reviews
890,0000-0000,5.721,Catalysis Science & Technology
891,0013-9351,5.715,ENVIRONMENTAL RESEARCH
892,0894-8755,5.707,JOURNAL OF CLIMATE
893,1094-4281,5.705,ORGANIZATIONAL RESEARCH METHODS
894,0017-8012,5.700,HARVARD BUSINESS REVIEW
895,0000-0000,5.699,npj Vaccines
896,0920-5691,5.698,INTERNATIONAL JOURNAL OF COMPUTER VISION
897,1522-8002,5.696,NEOPLASIA
898,0166-5162,5.692,INTERNATIONAL JOURNAL OF COAL GEOLOGY
899,0000-0000,5.691,Circulation-Cardiovascular Imaging
900,0271-678X,5.681,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM
901,0000-0000,5.680,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
902,0007-1323,5.676,BRITISH JOURNAL OF SURGERY
903,0000-0000,5.673,IEEE-ASME TRANSACTIONS ON MECHATRONICS
904,0270-6474,5.673,JOURNAL OF NEUROSCIENCE
905,0926-5805,5.669,AUTOMATION IN CONSTRUCTION
906,0959-6119,5.667,International Journal of Contemporary Hospitality Management
907,1877-3435,5.658,Current Opinion in Environmental Sustainability
908,0301-4797,5.647,JOURNAL OF ENVIRONMENTAL MANAGEMENT
909,0090-6778,5.646,IEEE TRANSACTIONS ON COMMUNICATIONS
910,0000-0000,5.636,ASTRONOMY & ASTROPHYSICS
911,0000-0000,5.631,npj Genomic Medicine
912,0000-0000,5.627,Cancer Communications
913,1540-7489,5.627,PROCEEDINGS OF THE COMBUSTION INSTITUTE
914,0018-9286,5.625,IEEE TRANSACTIONS ON AUTOMATIC CONTROL
915,0000-0000,5.616,JOURNAL OF SANDWICH STRUCTURES & MATERIALS
916,1535-7163,5.615,MOLECULAR CANCER THERAPEUTICS
917,1011-6370,5.611,DEVELOPMENT
918,1354-3776,5.611,EXPERT OPINION ON THERAPEUTIC PATENTS
919,1367-4803,5.610,BIOINFORMATICS
920,1462-0324,5.606,RHEUMATOLOGY
921,0129-0657,5.604,International Journal of Neural Systems
922,0000-0000,5.604,Materials Today Energy
923,0000-0000,5.579,Current Opinion in Electrochemistry
924,0016-2361,5.578,FUEL
925,0029-6651,5.577,PROCEEDINGS OF THE NUTRITION SOCIETY
926,0223-5234,5.572,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY
927,0000-0000,5.571,ULTRASOUND IN OBSTETRICS & GYNECOLOGY
928,1084-8045,5.570,JOURNAL OF NETWORK AND COMPUTER APPLICATIONS
929,1015-6305,5.568,BRAIN PATHOLOGY
