Number,Total Cites,name,score
3008,"3,416","MECHANICS OF ADVANCED MATERIALS AND
STRUCTURES",4.030
3010,"15,451","JOURNAL OF GASTROENTEROLOGY AND
HEPATOLOGY",4.029
3011,"28,123",ANNALS OF STATISTICS,4.028
3011,857,Sustainable Computing-Informatics & Systems,4.028
3013,"13,326",CORTEX,4.027
3013,"13,326",CORTEX,4.027
3015,"2,437",Diagnostic and Interventional Imaging,4.026
3016,"1,819",Journal of Neurodevelopmental Disorders,4.025
3016,"7,332",LASERS IN SURGERY AND MEDICINE,4.025
3016,"6,585",MOLECULAR HUMAN REPRODUCTION,4.025
3016,"19,896",PHYTOPATHOLOGY,4.025
3020,"3,302","EUROPEAN JOURNAL OF INTERNATIONAL
RELATIONS",4.023
3020,"11,780","JOURNAL OF ANALYTICAL ATOMIC
SPECTROMETRY",4.023
3022,"18,093",PUBLIC HEALTH NUTRITION,4.022
3022,"6,244",SYSTEMATIC AND APPLIED MICROBIOLOGY,4.022
3024,958,Journal of Research in Interactive Marketing,4.018
3024,"20,705",PREVENTIVE MEDICINE,4.018
3026,"4,943","THEORETICAL AND APPLIED FRACTURE
MECHANICS",4.017
3027,"18,004",EUROPEAN JOURNAL OF CLINICAL NUTRITION,4.016
3027,"18,199","IEEE TRANSACTIONS ON INSTRUMENTATION
AND MEASUREMENT",4.016
3027,"8,052","JOURNAL OF PARENTERAL AND ENTERAL
NUTRITION",4.016
3027,"17,106",PSYCHOPHYSIOLOGY,4.016
3027,"17,106",PSYCHOPHYSIOLOGY,4.016
3032,"45,176",CHEMICAL GEOLOGY,4.015
3033,"8,317",COMPUTATIONAL MECHANICS,4.014
3033,"6,820",HEALTH TECHNOLOGY ASSESSMENT,4.014
3035,"26,354","ARCHIVES OF BIOCHEMISTRY AND
BIOPHYSICS",4.013
3036,"3,352","International Journal of Machine Learning and
Cybernetics",4.012
3036,"18,026","JOURNAL OF GEOTECHNICAL AND
GEOENVIRONMENTAL ENGINEERING",4.012
3038,"1,175","International Journal of Mechanics and Materials in
Design",4.011
3038,"3,276",JOURNAL OF KING SAUD UNIVERSITY SCIENCE,4.011
3038,"6,686",Journal of Diabetes Research,4.011
3041,"1,534",Endocrinology and Metabolism,4.010
3041,"7,463","International Journal of Sports Physiology and
Performance",4.010
3043,"7,616",AAPS Journal,4.009
3043,"10,370",Frontiers in Bioscience-Landmark,4.009
3045,"16,462",COMPUTERS & OPERATIONS RESEARCH,4.008
3045,"11,222",FARADAY DISCUSSIONS,4.008
3045,"2,180",Frontiers in Energy Research,4.008
3045,"15,322",NUTRITION,4.008
3049,"2,644",Journal of Diabetes,4.006
3049,"5,083","PROSTAGLANDINS LEUKOTRIENES AND
ESSENTIAL FATTY ACIDS",4.006
3051,"6,895",JOURNAL OF DERMATOLOGY,4.005
3052,"1,201",Advanced Theory and Simulations,4.004
3052,"29,247",LITHOS,4.004
3054,"18,626",Frontiers in Neurology,4.003
3054,"3,973",Infection and Drug Resistance,4.003
3054,"3,520",RARE METALS,4.003
3057,"9,127",ACCOUNTING ORGANIZATIONS AND SOCIETY,4.000
3057,"3,410",EDUCATIONAL ADMINISTRATION QUARTERLY,4.000
3057,"2,001",European Sport Management Quarterly,4.000
3057,"5,293",PHYSICS TODAY,4.000
3057,"2,981",Pediatric Obesity,4.000
3057,"13,236",RISK ANALYSIS,4.000
3057,"13,236",RISK ANALYSIS,4.000
3064,"12,688",NEUROCHEMICAL RESEARCH,3.996
3064,"5,526",PANCREATOLOGY,3.996
3066,"20,251","JOURNAL OF PHYSICS AND CHEMISTRY OF
SOLIDS",3.995
3066,"12,906",MATHEMATICAL PROGRAMMING,3.995
3068,"3,970",JOURNAL OF EARTHQUAKE ENGINEERING,3.994
3069,"31,517",AICHE JOURNAL,3.993
3070,820,High Power Laser Science and Engineering,3.992
3070,"6,047",RESEARCH IN MICROBIOLOGY,3.992
3072,"15,151","BIOCHIMICA ET BIOPHYSICA ACTA-
BIOENERGETICS",3.991
3073,"4,774",JCMS-Journal of Common Market Studies,3.990
3074,"7,924",Cancer Management and Research,3.989
3074,"7,823",Physical Review Materials,3.989
3076,"1,124",Clinical Proteomics,3.988
3076,"3,257",STUDIES IN SECOND LANGUAGE ACQUISITION,3.988
3078,"1,044",Journal of Grid Computing,3.986
3079,734,Financial Innovation,3.985
3080,"1,942",CLINICAL AND EXPERIMENTAL MEDICINE,3.984
3080,"9,798",DEMOGRAPHY,3.984
3080,"3,407",Journal of Optical Communications and Networking,3.984
3080,"15,553",PROTEOMICS,3.984
3080,"3,262",R Journal,3.984
3085,"8,582","PHOTOCHEMICAL & PHOTOBIOLOGICAL
SCIENCES",3.982
3085,"25,223",SURGERY,3.982
3087,"11,815","INTERNATIONAL JOURNAL FOR
PARASITOLOGY",3.981
3087,"6,844","JOURNAL OF DRUG DELIVERY SCIENCE AND
TECHNOLOGY",3.981
3087,"8,023",JOURNAL OF SLEEP RESEARCH,3.981
3090,"4,004",PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,3.980
3091,"2,303",Asia Pacific Journal of Marketing and Logistics,3.979
3092,"13,222",BIOCHEMICAL ENGINEERING JOURNAL,3.978
3092,"2,600","BRITISH JOURNAL FOR THE PHILOSOPHY OF
SCIENCE",3.978
3092,"2,600","BRITISH JOURNAL FOR THE PHILOSOPHY OF
SCIENCE",3.978
3092,"4,363",Brain Imaging and Behavior,3.978
3096,"1,200",International Journal of Bio-Inspired Computation,3.977
3097,"3,198",Journal of Computational Science,3.976
3098,"1,330",Fermentation-Basel,3.975
3098,"8,498",REACTIVE & FUNCTIONAL POLYMERS,3.975
3100,"2,213",Technological and Economic Development of Economy,3.970
3101,"51,069",BMC GENOMICS,3.969
3101,"11,321",CLINICAL IMMUNOLOGY,3.969
3103,"5,062","European Journal of Work and Organizational
Psychology",3.968
3104,"30,690","ARCHIVES OF PHYSICAL MEDICINE AND
REHABILITATION",3.966
3104,"15,414",IEEE Geoscience and Remote Sensing Letters,3.966
3106,"1,112",Anthropocene,3.964
3106,"3,458",Developmental Neurobiology,3.964
3108,"6,852","Journal of Tissue Engineering and Regenerative
Medicine",3.963
3108,"7,806",PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,3.963
3110,"1,755",Planning Theory & Practice,3.962
3111,"9,059",EXPERIMENTAL DERMATOLOGY,3.960
3111,"4,788",WEST EUROPEAN POLITICS,3.960
3113,"39,721",AMERICAN JOURNAL OF ROENTGENOLOGY,3.959
3114,"6,511",INTERNATIONAL GEOLOGY REVIEW,3.958
3115,"1,988","JOURNAL OF NEUROSURGICAL
ANESTHESIOLOGY",3.956
3116,"1,863",Journal of Intensive Care,3.953
3117,"1,281",Current Hematologic Malignancy Reports,3.952
3118,"12,131","JOURNAL OF CONSTRUCTION ENGINEERING
AND MANAGEMENT",3.951
3119,"2,338",Computers and Concrete,3.948
3119,689,Journal of Cardiovascular Development and Disease,3.948
3121,"3,543",JOURNAL OF QUALITY TECHNOLOGY,3.946
3122,"1,122",Journal of Multinational Financial Management,3.945
3123,"2,326",Annals of Clinical Microbiology and Antimicrobials,3.944
3123,"16,275",THROMBOSIS RESEARCH,3.944
3125,"1,734",ENDOCRINE PATHOLOGY,3.943
3125,820,Egyptian Informatics Journal,3.943
3125,"1,110",Transplantation Reviews,3.943
3128,"3,742",EUROPEAN CELLS & MATERIALS,3.942
3128,"2,377",Obesity Facts,3.942
3130,"2,503",Expert Review of Proteomics,3.940
3131,"1,205",CSEE Journal of Power and Energy Systems,3.938
3131,"3,920",GROUP & ORGANIZATION MANAGEMENT,3.938
3133,"25,684","JOURNAL OF PHARMACEUTICAL AND
BIOMEDICAL ANALYSIS",3.935
3133,"5,622",Plants-Basel,3.935
3135,"13,808",ANNALS OF BIOMEDICAL ENGINEERING,3.934
3136,"2,032",Journal of Environmental Policy & Planning,3.933
3136,"34,559",TECTONOPHYSICS,3.933
3138,"9,967",Annals of Translational Medicine,3.932
3138,"4,918",Clinical Implant Dentistry and Related Research,3.932
3138,"4,142",Journal of Saudi Chemical Society,3.932
3141,"9,204",EUROPEAN JOURNAL OF PAIN,3.931
3141,"7,951",IEEE Systems Journal,3.931
3141,"1,413",Prion,3.931
3144,"6,469",IET Renewable Power Generation,3.930
3145,"2,123",International Journal of Sustainable Transportation,3.929
3145,"2,973",MEDICAL CARE RESEARCH AND REVIEW,3.929
3145,"2,973",MEDICAL CARE RESEARCH AND REVIEW,3.929
3148,"17,406",CHILD ABUSE & NEGLECT,3.928
3148,"2,310",INTERACTIVE LEARNING ENVIRONMENTS,3.928
3150,"11,415","MATERIALS SCIENCE IN SEMICONDUCTOR
PROCESSING",3.927
3150,"21,942",MEASUREMENT,3.927
3152,"32,694",AMERICAN NATURALIST,3.926
3152,"12,760",JOURNAL OF HOSPITAL INFECTION,3.926
3152,"3,417",Seminars in Fetal & Neonatal Medicine,3.926
3155,"7,135","JOURNAL OF COMPOSITES FOR
CONSTRUCTION",3.925
3156,"4,536",DRUGS & AGING,3.923
3157,"16,269",DRUG METABOLISM AND DISPOSITION,3.922
3158,"10,235",BMC Geriatrics,3.921
3158,"10,235",BMC Geriatrics,3.921
3158,"10,823",NEUROCHEMISTRY INTERNATIONAL,3.921
3158,"4,525",PLANT FOODS FOR HUMAN NUTRITION,3.921
3162,"4,568","IEEE-ACM Transactions on Audio Speech and
Language Processing",3.919
3162,"6,710",NEUROREHABILITATION AND NEURAL REPAIR,3.919
3164,"2,994",FOOD TECHNOLOGY AND BIOTECHNOLOGY,3.918
3164,"3,384",International Journal of Health Geographics,3.918
3164,"3,384",International Journal of Health Geographics,3.918
3167,"13,693",CIRP ANNALS-MANUFACTURING TECHNOLOGY,3.916
3167,"1,755","IEEE Journal on Emerging and Selected Topics in
Circuits and Systems",3.916
3169,"7,481",BIOLOGICAL CHEMISTRY,3.915
3169,"1,904","PSYCHOLOGY AND PSYCHOTHERAPY-THEORY
RESEARCH AND PRACTICE",3.915
3169,"1,904","PSYCHOLOGY AND PSYCHOTHERAPY-THEORY
RESEARCH AND PRACTICE",3.915
3172,"6,199",INTERNATIONAL JOURNAL OF HYPERTHERMIA,3.914
3173,"17,650",ADDICTIVE BEHAVIORS,3.913
3173,"17,650",ADDICTIVE BEHAVIORS,3.913
3175,662,Pharmacogenomics & Personalized Medicine,3.912
3176,"9,682",European Physical Journal Plus,3.911
3176,"4,578",NEUROTOXICITY RESEARCH,3.911
3176,"4,787",PEDOSPHERE,3.911
3179,"3,405",BIODEGRADATION,3.909
3179,"2,143",CANCER IMAGING,3.909
3181,"3,067",AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,3.908
3181,"2,670",European Journal of Cardiovascular Nursing,3.908
3181,"2,670",European Journal of Cardiovascular Nursing,3.908
3181,"2,973",OXFORD REVIEW OF ECONOMIC POLICY,3.908
3185,"2,129",XENOTRANSPLANTATION,3.907
3186,"2,863",Interface Focus,3.906
3186,"25,746",ONCOLOGY REPORTS,3.906
3186,"11,462",REPRODUCTION,3.906
3189,"24,581",EXPERIMENTAL CELL RESEARCH,3.905
3190,"25,814",OIKOS,3.903
3191,"8,652",CORAL REEFS,3.902
3191,"3,926",JOURNAL OF NEPHROLOGY,3.902
3191,"15,308","Journal of the Mechanical Behavior of Biomedical
Materials",3.902
3194,"11,684",GEOFORUM,3.901
3195,"30,567","INTERNATIONAL JOURNAL OF SOLIDS AND
STRUCTURES",3.900
3195,463,International Journal of Rail Transportation,3.900
3197,"9,540",HIPPOCAMPUS,3.899
3197,"2,233",Language Teaching Research,3.899
3197,895,Sustainable Energy Grids & Networks,3.899
3200,467,Applied and Computational Mathematics,3.898
3201,"15,485",JOURNAL OF MARRIAGE AND FAMILY,3.896
3201,"13,209","JOURNAL OF MATERIALS SCIENCE-MATERIALS
IN MEDICINE",3.896
3203,"14,274",AIDS AND BEHAVIOR,3.895
3203,"9,481",JOURNAL OF HUMAN EVOLUTION,3.895
3203,"9,481",JOURNAL OF HUMAN EVOLUTION,3.895
3206,"2,451",Food & Nutrition Research,3.894
3206,"1,287",IEEE Transactions on Network Science and Engineering,3.894
3206,"129,224",OPTICS EXPRESS,3.894
3206,"15,157",PSYCHO-ONCOLOGY,3.894
3206,"15,157",PSYCHO-ONCOLOGY,3.894
3206,"3,123",Review of Finance,3.894
3212,"34,828",WEAR,3.892
3213,"22,834",JOURNAL OF GENERAL VIROLOGY,3.891
3214,"4,347",PSICOTHEMA,3.890
3215,"6,702",EXPERT OPINION ON PHARMACOTHERAPY,3.889
3216,"6,429",IEEE Journal of Photovoltaics,3.887
3217,"7,359","AMERICAN JOURNAL OF REPRODUCTIVE
IMMUNOLOGY",3.886
3217,"4,615",CURRENT GENETICS,3.886
3219,"7,555",IUBMB LIFE,3.885
3219,"4,666",SOCIAL STUDIES OF SCIENCE,3.885
3219,"4,666",SOCIAL STUDIES OF SCIENCE,3.885
3222,"1,856",Journal of Flood Risk Management,3.884
3223,"9,140",JOURNAL OF HEALTH ECONOMICS,3.883
3223,"9,140",JOURNAL OF HEALTH ECONOMICS,3.883
3223,"1,738",Patient-Patient Centered Outcomes Research,3.883
3223,"1,738",Patient-Patient Centered Outcomes Research,3.883
3227,"125,608",LANGMUIR,3.882
3228,872,Emergencias,3.881
3229,"6,354",Biomedical Signal Processing and Control,3.880
3229,"3,282",DIFFERENTIATION,3.880
3231,"1,917",Information Technology & People,3.879
3231,372,Nanocomposites,3.879
3233,720,European Review of Aging and Physical Activity,3.878
3233,"9,732",INTERNATIONAL PSYCHOGERIATRICS,3.878
3233,"9,732",INTERNATIONAL PSYCHOGERIATRICS,3.878
3233,"1,679","JOURNAL OF POSITIVE BEHAVIOR
INTERVENTIONS",3.878
3233,770,Territory Politics Governance,3.878
3238,"6,040","COMPUTER VISION AND IMAGE
UNDERSTANDING",3.876
3238,"8,243",Lipids in Health and Disease,3.876
3238,"38,134",ORGANIC & BIOMOLECULAR CHEMISTRY,3.876
3238,"36,815",ORGANOMETALLICS,3.876
3238,"19,634",Parasites & Vectors,3.876
3243,"1,955",ADVANCES IN ANATOMIC PATHOLOGY,3.875
3243,"12,164",JOURNAL OF DEVELOPMENT ECONOMICS,3.875
3245,"5,014",Applied Water Science,3.874
3245,"49,078",NANOTECHNOLOGY,3.874
3247,"6,915",HYPERTENSION RESEARCH,3.872
3247,"1,526",Journal of Information Security and Applications,3.872
3247,"3,256",Journal of Soil Science and Plant Nutrition,3.872
3247,"5,080",Plasma Processes and Polymers,3.872
3251,"9,009","INTERNATIONAL JOURNAL OF REFRACTORY
METALS & HARD MATERIALS",3.871
3252,"2,809",Advances in Parasitology,3.870
3253,"3,069",Expert Review of Gastroenterology & Hepatology,3.869
3253,929,Hormones & Cancer,3.869
3255,"23,036",APPETITE,3.868
3255,719,"Georisk-Assessment and Management of Risk for
Engineered Systems and Geohazards",3.868
3257,"12,933",OPTICS AND LASER TECHNOLOGY,3.867
3258,"10,268",MECHANISM AND MACHINE THEORY,3.866
3259,"4,508",International Journal of Consumer Studies,3.864
3260,"2,375",IEEE TRANSACTIONS ON BROADCASTING,3.863
3261,"13,222",ADVANCED ENGINEERING MATERIALS,3.862
3261,"3,323",JOURNAL OF COMPUTER ASSISTED LEARNING,3.862
3261,"6,014",MINI-REVIEWS IN MEDICINAL CHEMISTRY,3.862
3261,"4,438",PLATELETS,3.862
3265,"13,407",CYTOKINE,3.861
3266,"5,783",International Forum of Allergy & Rhinology,3.858
3267,"52,811",BIOCHEMICAL JOURNAL,3.857
3268,"4,556",Frontiers in Neuroanatomy,3.856
3269,"3,798",ADVANCES IN HEALTH SCIENCES EDUCATION,3.853
3269,"3,798",ADVANCES IN HEALTH SCIENCES EDUCATION,3.853
3271,"7,683",Journal of Happiness Studies,3.852
3272,"4,827",Higher Education Research & Development,3.851
3272,"2,608",SEMINARS IN HEMATOLOGY,3.851
3274,"5,827",INVESTIGATIONAL NEW DRUGS,3.850
3275,"1,427",ChemPhotoChem,3.849
3275,"5,977","JOURNAL OF TRACE ELEMENTS IN MEDICINE
AND BIOLOGY",3.849
3277,"4,903",ACTA BIOCHIMICA ET BIOPHYSICA SINICA,3.848
3277,"58,203","JOURNAL OF GEOPHYSICAL RESEARCH-SOLID
EARTH",3.848
3277,"11,520",LANDSCAPE ECOLOGY,3.848
3280,"3,968",CEREBELLUM,3.847
3280,"1,047",GLOBAL CHALLENGES,3.847
3282,"2,358",MATERIALS TECHNOLOGY,3.846
3282,"3,059",POLICY SCIENCES,3.846
3284,"5,488",ADVANCES IN THERAPY,3.845
3284,"15,178",COMPUTERS & CHEMICAL ENGINEERING,3.845
3284,"29,519",DEVELOPMENTAL PSYCHOLOGY,3.845
3284,"11,228",Tissue Engineering Part A,3.845
3288,"19,318",AMERICAN JOURNAL OF BOTANY,3.844
3288,"3,055",SYSTEMATIC ENTOMOLOGY,3.844
3290,"2,423",NEUROMOLECULAR MEDICINE,3.843
3290,"2,942",Sports Health-A Multidisciplinary Approach,3.843
3292,"3,870",Andrology,3.842
3292,"1,135",Neural Development,3.842
3292,"1,213",Therapeutic Advances in Drug Safety,3.842
3295,"10,164",BIOSCIENCE REPORTS,3.840
3295,935,CHINA JOURNAL,3.840
3295,"5,368",Journal of Oncology Practice,3.840
3295,"3,169",POSTGRADUATE MEDICINE,3.840
3299,"3,292","GOVERNANCE-AN INTERNATIONAL JOURNAL
OF POLICY ADMINISTRATION AND
INSTITUTIONS",3.838
3300,"1,313",Critical Studies in Education,3.837
3300,"12,116",JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,3.837
3300,"7,769",JOURNAL OF ORAL REHABILITATION,3.837
3300,"2,318",Quantitative Imaging in Medicine and Surgery,3.837
3304,"2,029","EUROPEAN REVIEW OF AGRICULTURAL
ECONOMICS",3.836
3304,"2,029","EUROPEAN REVIEW OF AGRICULTURAL
ECONOMICS",3.836
3304,"3,487",International Journal of Mental Health and Addiction,3.836
3304,"3,487",International Journal of Mental Health and Addiction,3.836
3308,"6,969",Open Forum Infectious Diseases,3.835
3309,"19,356",IEEE Antennas and Wireless Propagation Letters,3.834
3310,"2,782",ATTACHMENT & HUMAN DEVELOPMENT,3.833
3310,"4,012",IEEE Transactions on Biomedical Circuits and Systems,3.833
3310,"6,128","INTERNATIONAL JOURNAL OF FOOD SCIENCES
AND NUTRITION",3.833
3310,"1,508",Mycotoxin Research,3.833
3314,"1,093",BioImpacts,3.831
3315,"1,644",Journal of Applied Research in Memory and Cognition,3.830
3316,"3,545","AMERICAN JOURNAL OF DRUG AND ALCOHOL
ABUSE",3.829
3316,"3,545","AMERICAN JOURNAL OF DRUG AND ALCOHOL
ABUSE",3.829
3316,983,BRITISH JOURNAL OF BIOMEDICAL SCIENCE,3.829
3319,"1,834",Current Stem Cell Research & Therapy,3.828
3319,"9,200",REPRODUCTIVE BIOMEDICINE ONLINE,3.828
3321,"6,796",Bulletin of Earthquake Engineering,3.827
3322,"27,423",AMERICAN JOURNAL OF NEURORADIOLOGY,3.825
3323,"2,552",MEDIA PSYCHOLOGY,3.824
3323,"4,656","TOTAL QUALITY MANAGEMENT & BUSINESS
EXCELLENCE",3.824
3325,"2,267","CONTINUUM MECHANICS AND
THERMODYNAMICS",3.822
3325,"11,269",Journal of Geophysical Research-Biogeosciences,3.822
3327,"10,968",HEREDITY,3.821
3327,"1,673","International Journal of Logistics-Research and
Applications",3.821
3329,"6,994",International Journal of Geomechanics,3.819
3330,"1,357",Advances in the Study of Behavior,3.818
3330,"6,703",COMPUTERS & ELECTRICAL ENGINEERING,3.818
3330,"1,174",Journal of Family Nursing,3.818
3330,"1,174",Journal of Family Nursing,3.818
3334,"1,851",Life-Basel,3.817
3334,"4,542","MATHEMATICAL MODELS & METHODS IN
APPLIED SCIENCES",3.817
3336,"4,819","INTERNATIONAL JOURNAL OF APPROXIMATE
REASONING",3.816
3336,786,Personality and Mental Health,3.816
3338,203,"DESIGN AUTOMATION FOR EMBEDDED
SYSTEMS",3.815
3339,"3,318",Population Space and Place,3.814
3340,"17,185",FRESHWATER BIOLOGY,3.809
3340,"14,843",ORE GEOLOGY REVIEWS,3.809
3342,"5,923",Future Medicinal Chemistry,3.808
3343,"11,297",MARINE CHEMISTRY,3.807
3344,"2,805","GASTROENTEROLOGY CLINICS OF NORTH
AMERICA",3.806
3344,"3,097",NEUROLOGIC CLINICS,3.806
3344,"2,768",Regenerative Medicine,3.806
3347,485,"INTERNATIONAL JOURNAL OF ELECTRICAL
ENGINEERING EDUCATION",3.804
3348,"4,738",Petroleum Exploration and Development,3.803
3348,"1,132","Wiley Interdisciplinary Reviews-Energy and
Environment",3.803
3350,"9,404",IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,3.802
3350,"13,915",Journal of Sexual Medicine,3.802
3352,951,DM DISEASE-A-MONTH,3.800
3352,"10,847",JOURNAL OF THE GEOLOGICAL SOCIETY,3.800
3352,829,One Health,3.800
3352,"1,610",Police Quarterly,3.800
3352,798,Policy and Internet,3.800
3357,"1,170",Political Science Research and Methods,3.798
3358,"8,616",ANNALS OF EPIDEMIOLOGY,3.797
3359,"4,904",LAW AND HUMAN BEHAVIOR,3.795
3359,"23,463",OCEAN ENGINEERING,3.795
3361,"2,848",Career Development International,3.792
3361,"4,539",Road Materials and Pavement Design,3.792
3363,"218,334",APPLIED PHYSICS LETTERS,3.791
3363,"17,160",ARCHIVES OF DISEASE IN CHILDHOOD,3.791
3363,"4,600",International Journal of Tourism Research,3.791
3366,"3,177",CNS SPECTRUMS,3.790
3366,"1,727",European Physical Education Review,3.790
3368,"1,193",IEEE Consumer Electronics Magazine,3.789
3369,"8,971",Colorectal Disease,3.788
3370,"9,133","HYDROLOGICAL SCIENCES JOURNAL-JOURNAL
DES SCIENCES HYDROLOGIQUES",3.787
3370,"8,783","INTERNATIONAL JOURNAL OF
BIOMETEOROLOGY",3.787
3372,"22,229",CLINICA CHIMICA ACTA,3.786
3373,"27,135",SOLID STATE IONICS,3.785
3374,"2,546",ACS Combinatorial Science,3.784
3374,"13,046","IEEE Journal of Selected Topics in Applied Earth
Observations and Remote Sensing",3.784
3374,"52,460","JOURNAL OF THE AMERICAN CERAMIC
SOCIETY",3.784
3377,"5,770",TRANSPLANT INTERNATIONAL,3.782
3378,"1,349","JOURNAL OF ENVIRONMENTAL SCIENCE AND
HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY
REVIEWS",3.781
3378,"3,480",Techniques in Coloproctology,3.781
3380,"11,159",DEVELOPMENTAL DYNAMICS,3.780
3380,"2,334",Hepatobiliary & Pancreatic Diseases International,3.780
3380,"2,675",International Review for the Sociology of Sport,3.780
3383,"7,207",INTERNATIONAL JOURNAL OF FORECASTING,3.779
3384,567,Journal of Numerical Mathematics,3.778
3384,"2,600",Maritime Policy & Management,3.778
3386,"11,645",JOURNAL OF PERSONALITY ASSESSMENT,3.777
3386,"1,570",JOURNAL OF SYSTEMS ARCHITECTURE,3.777
3388,"74,402",OPTICS LETTERS,3.776
3388,"3,444",Perspectives on Politics,3.776
3390,"13,460",EYE,3.775
3390,"24,341","JOURNAL OF STRENGTH AND CONDITIONING
RESEARCH",3.775
3392,"2,205",CMC-Computers Materials & Continua,3.772
3392,"2,481",Expert Review of Respiratory Medicine,3.772
3392,"25,277",JOURNAL OF APPLIED MICROBIOLOGY,3.772
3395,"3,786","International Journal of Retail & Distribution
Management",3.771
3395,"1,160",South European Society and Politics,3.771
3397,"17,653","BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL
SUBJECTS",3.770
3397,"7,528",JOURNAL OF SUBSTANCE ABUSE TREATMENT,3.770
3399,"2,549",COMPTES RENDUS PHYSIQUE,3.769
3399,512,Food Structure-Netherlands,3.769
3401,"4,111",PSYCHOTHERAPY RESEARCH,3.768
3402,"3,382",Journal of Field Robotics,3.767
3402,616,Plant Reproduction,3.767
3404,"11,874","JOURNAL OF PHARMACY AND
PHARMACOLOGY",3.765
3404,"2,490",Purinergic Signalling,3.765
3406,"3,054",Air Quality Atmosphere and Health,3.763
3406,"4,139",NEUROTOXICOLOGY AND TERATOLOGY,3.763
3406,"3,358",World Journal of Diabetes,3.763
3409,"12,041",ACTA OPHTHALMOLOGICA,3.761
3409,"4,297",CURRENT OPINION IN OPHTHALMOLOGY,3.761
3411,"1,843",Behavioral and Brain Functions,3.759
3412,"12,693",INTERMETALLICS,3.758
3413,"15,471",PROCEEDINGS OF THE COMBUSTION INSTITUTE,3.757
3413,"21,378",PROCESS BIOCHEMISTRY,3.757
3415,"16,251",PATTERN RECOGNITION LETTERS,3.756
3415,"17,338",PEDIATRIC RESEARCH,3.756
3415,"16,929","PROTEINS-STRUCTURE FUNCTION AND
BIOINFORMATICS",3.756
3418,"13,089","JOURNAL OF GEOPHYSICAL RESEARCH-
PLANETS",3.755
3419,"5,998",AMERICAN JOURNAL OF NEPHROLOGY,3.754
3419,"6,545",SEISMOLOGICAL RESEARCH LETTERS,3.754
3421,"9,099","SPECTROCHIMICA ACTA PART B-ATOMIC
SPECTROSCOPY",3.752
3422,"3,783",ARCHIV DER PHARMAZIE,3.751
3422,"1,898",Building Simulation,3.751
3424,606,"Geomechanics and Geophysics for Geo-Energy and Geo-
Resources",3.750
3424,"10,086",PAIN MEDICINE,3.750
3424,"11,944",PEPTIDES,3.750
3424,"1,653",POLICY AND POLITICS,3.750
3428,"2,377",Journal of Contemporary China,3.748
3429,"21,203","BIOCHIMICA ET BIOPHYSICA ACTA-
BIOMEMBRANES",3.747
3429,"1,122",Electronic Commerce Research,3.747
3429,"1,625",TRANSFUSION MEDICINE AND HEMOTHERAPY,3.747
3432,"9,705",JOURNAL OF GEOCHEMICAL EXPLORATION,3.746
3433,"9,013","JOURNAL OF FINANCIAL AND QUANTITATIVE
ANALYSIS",3.745
3434,"1,313",Housing Theory & Society,3.744
3434,"16,386","INTERNATIONAL JOURNAL OF THERMAL
SCIENCES",3.744
3434,"1,571",POLYCYCLIC AROMATIC COMPOUNDS,3.744
3434,"4,726",Ticks and Tick-Borne Diseases,3.744
3438,301,Molecular Omics,3.743
3439,"23,098","ENVIRONMENTAL TOXICOLOGY AND
CHEMISTRY",3.742
3440,"6,407",IEEE Robotics and Automation Letters,3.741
3440,"3,892",Journalism Studies,3.741
3442,"17,224",CHEMICAL ENGINEERING RESEARCH & DESIGN,3.739
